58,-1,5,53,0,3,75,78,5,31,54,1,20,61,64,14,46,53,2,34,64,61,14,40,55,10,28,61,36,3,20,42,10,8,42,22,7,15,20,4,4,16,14,5,5,9,0,4,3,6,0,1,3,2,1,0,3,3,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,1,0,0,2,3,0,1,1,0,0,3,5,0,0,0,0,0,1,1,0,2,3,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,12,0,1,33,28,1,17,44,2,5,47,34,4,27,61,2,18,61,22,8,36,58,4,19,43,24,7,20,41,3,11,30,18,1,11,19,2,4,11,6,2,1,11,1,2,4,2,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,0,0,1,1,2,1,0,0,0,2,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,16,50,1,31,55,2,15,53,45,4,32,60,4,13,52,19,5,19,35,5,16,34,18,5,11,24,5,12,9,6,4,10,9,0,3,5,6,1,8,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,25,0,39,79,3,22,77,81,10,39,102,6,38,87,72,11,66,74,7,32,92,70,17,43,76,4,22,62,43,9,31,43,3,16,24,24,2,19,24,0,6,8,5,1,4,2,1,1,2,3,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,2,1,0,0,2,1,0,1,3,1,1,3,2,0,1,0,2,0,2,2,0,1,1,3,0,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,35,0,19,34,23,4,12,36,0,15,21,14,6,11,24,0,9,13,6,2,10,12,1,1,6,9,1,3,8,0,2,7,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,2,20,162,82,23,81,141,6,26,113,57,17,65,124,9,41,99,51,17,59,69,4,11,41,19,9,23,50,4,7,29,18,1,7,18,2,4,7,1,2,1,3,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,0,2,2,0,4,0,4,0,1,1,0,4,7,3,0,1,0,0,0,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,20,18,8,12,24,5,9,28,8,1,8,12,3,1,8,8,0,8,5,0,4,6,4,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,55,17,138,104,4,49,112,47,16,48,68,6,20,73,38,10,38,61,5,15,41,19,4,22,20,1,5,14,5,4,6,5,1,3,2,3,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,9,64,185,5,44,88,86,17,44,132,4,40,75,63,16,46,84,9,29,57,47,11,33,53,3,15,34,24,7,8,18,1,4,5,8,2,5,6,1,1,5,3,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,14,8,4,14,3,1,10,7,4,8,5,4,4,6,11,0,1,4,4,1,2,6,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,76,8,52,61,45,19,48,50,6,22,32,21,4,20,22,3,8,16,10,1,11,7,0,4,7,1,2,1,2,1,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,13,54,273,98,23,125,169,13,30,115,61,12,51,91,4,26,62,42,5,10,42,4,9,22,20,5,9,23,0,7,10,5,3,3,3,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,7,14,1,5,5,0,9,1,6,1,3,5,3,7,3,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,42,27,17,16,30,7,5,19,11,5,8,15,0,6,8,5,1,4,5,0,0,3,3,1,0,2,0,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,65,17,195,113,17,55,122,37,10,47,42,4,11,46,19,10,22,31,1,3,14,16,0,5,4,0,0,5,2,0,1,3,1,0,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,21,54,148,7,33,86,73,19,28,74,7,13,40,32,5,28,33,1,8,23,23,3,8,26,2,1,14,11,2,3,6,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,31,12,6,19,10,7,9,7,0,7,3,3,9,4,3,0,1,3,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,75,9,48,49,29,13,35,32,3,2,17,14,0,5,10,1,3,7,5,3,4,1,1,0,3,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,42,225,72,13,60,86,1,14,60,25,2,16,45,1,7,15,11,6,7,14,0,1,3,3,1,2,2,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,8,21,2,2,6,3,6,3,3,2,2,3,0,1,3,0,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,22,12,10,11,19,0,4,8,3,2,5,3,3,2,1,1,0,2,2,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
